Procedimento;Classificação;D.V.;Descrição;Valor
10076;06.04.63.001;8;MIGLUSTATE 100 MG (POR CAPSULA);"0,00"
9794;07.02.03.136;4;MINI PLACA EM T OU L (INCLUI PARAFUSO);"102,00"
4914;07.02.03.060;0;MINI-FIXADOR EXTERNO;"780,00"
4889;07.02.03.061;9;MINI-PARAFUSO DE AUTO-COMPRESSAO;"154,38"
3913;04.09.06.019;4;MIOMECTOMIA;"528,94"
3921;04.09.06.020;8;MIOMECTOMIA VIDEOLAPAROSCOPICA;"437,46"
2423;04.04.01.024;5;MIRINGOTOMIA (TIMPANOPLASTIA);"11,28"
4030;04.12.04.005;0;MOBILIZACAO DE RETALHOS MUSCULARES / DO OMENTO;"1.317,86"
9753;05.01.03.007;7;"MOBILIZAÇÃO, COLETA E ACONDICIONAMENTO DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL PARA TRANSPLANTE AUTOGENICO OU DE DOADOR APARENTADO OU NAO APARENTADO";"2.461,24"
2536;04.14.01.002;7;MOLDAGEM / IMPLANTE EM MUCOSA (POR TRATAMENTO COMPLETO);"786,64"
2535;04.14.01.003;5;MOLDAGEM / IMPLANTE EM PELE / MUCOSA (POR TRATAMENTO COMPLETO);"786,64"
1410;03.07.04.007;0;MOLDAGEM DENTO-GENGIVAL P/ CONSTRUCAO DE PROTESE DENTARIA;"0,00"
3927;03.04.01.016;2;MOLDAGEM EM COLO E/OU CORPO DO UTERO;"2.000,00"
9728;03.04.01.032;4;MOLDAGEM/IMPLANTE EM MUCOSA (POR TRATAMENTO COMPLETO);"737,63"
9729;03.04.01.033;2;MOLDAGEM/IMPLANTE EM PELE/MUCOSA (POR TRATAMENTO COMPLETO);"737,63"
4630;07.01.03.015;1;MOLDE AURICULAR (REPOSICAO);"8,75"
5015;08.02.02.001;1;MONITORAMENTO DE CIRCULACAO EXTRACORPOREA;"60,00"
1127;02.11.02.004;4;MONITORAMENTO PELO SISTEMA HOLTER 24 HS (3 CANAIS);"30,00"
1126;02.11.02.005;2;MONITORIZACAO AMBULATORIAL DE PRESSAO ARTERIAL (M.A.P.A);"10,07"
47487;03.04.02.042;7;MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO – 1ª LINHA;"34,00"
10170;03.04.05.029;6;MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO I (ADJUVANTE);"34,10"
10171;03.04.05.030;0;MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO II (ADJUVANTE);"34,10"
10235;03.04.05.031;8;MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (ADJUVANTE);"34,10"
9851;06.04.05.011;9;MORFINA  DE LIBERACAO CONTROLADA 100 MG (POR CAPSULA);"0,00"
9850;06.04.05.010;0;MORFINA  DE LIBERACAO CONTROLADA 60 MG (POR CAPSULA);"0,00"
9847;06.04.05.007;0;MORFINA 10 MG (POR COMPRIMIDO);"0,00"
9846;06.04.05.006;2;MORFINA 10 MG/ML SOLUCAO ORAL (POR FRASCO DE 60 ML);"0,00"
9848;06.04.05.008;9;MORFINA 30 MG (POR COMPRIMIDO);"0,00"
9849;06.04.05.009;7;MORFINA DE LIBERACAO CONTROLADA 30 MG (POR CAPSULA);"0,00"
4549;07.01.01.012;6;MULETA AXILAR REGULAVEL DE MADEIRA (PAR);"53,20"
4548;07.01.01.013;4;MULETA AXILAR TUBULAR EM ALUMINIO REGULAVEL NA ALTURA (PAR);"79,95"
4320;06.03.02.010;0;"MUROMONABE CD3 5 MG INJETAVEL (POR AMPOLA DE 0,5 ML)";"703,13"
8055;06.03.08.015;4;"MUROMONABE CD3 5 MG INJETAVEL P/TRANSPLANTE (POR FRASCO AMPOLA DE 0,5 ML)";"703,13"
10267;06.04.72.001;7;NAPROXENO 250 MG (POR COMPRIMIDO);"0,00"
10268;06.04.72.002;5;NAPROXENO 500 MG (POR COMPRIMIDO);"0,00"
1487;03.04.01.017;0;NARCOSE DE CRIANCA (POR PROCEDIMENTO);"22,00"
10510;03.04.01.034;0;NARCOSE PARA BRAQUITERAPIA DE ALTA DOSE (POR PROCEDIMENTO);"22,00"
10529;06.04.32.011;6;NATALIZUMABE 300MG (POR FRASCO-AMPOLA);"0,00"
687;02.03.02.005;7;NECROPSIA;"0,00"
3764;04.09.01.020;0;NEFRECTOMIA PARCIAL;"841,74"
10174;04.16.01.021;0;NEFRECTOMIA PARCIAL EM ONCOLOGIA;"2.279,28"
3767;04.09.01.021;9;NEFRECTOMIA TOTAL;"853,65"
7579;04.16.01.007;5;NEFRECTOMIA TOTAL EM ONCOLOGIA;"1.753,30"
3770;04.09.01.022;7;NEFROLITOTOMIA;"818,24"
3798;04.09.01.023;5;NEFROLITOTOMIA PERCUTANEA;"801,50"
3752;04.09.01.024;3;NEFROPEXIA;"650,27"
3772;04.09.01.025;1;NEFROPIELOSTOMIA;"727,86"
3774;04.09.01.026;0;NEFRORRAFIA;"723,25"
3743;04.09.01.027;8;NEFROSTOMIA (POR PUNCAO);"32,68"
3777;04.09.01.028;6;NEFROSTOMIA C/ OU S/ DRENAGEM;"650,27"
3800;04.09.01.029;4;NEFROSTOMIA PERCUTANEA;"87,78"
3779;04.09.01.030;8;NEFROURETERECTOMIA TOTAL;"674,81"
7581;04.16.01.009;1;NEFROURETERECTOMIA TOTAL EM ONCOLOGIA;"2.279,28"
4228;05.03.02.002;8;NEFROURETERECTOMIA UNILATERAL P/ TRANSPLANTE;"2.123,60"
3855;04.09.04.011;8;NEOSTOMIA DE EPIDIDIMO / CANAL DEFERENTE;"227,87"
8523;04.03.02.007;7;NEUROLISE NAO FUNCIONAL DE NERVOS PERIFERICOS;"382,18"
8524;04.03.02.008;5;NEURORRAFIA;"432,47"
2366;04.03.05.008;1;NEUROTOMIA PERCUTANEA DE NERVOS PERIFERICOS POR AGENTES QUIMICOS;"18,85"
2338;04.03.02.009;3;NEUROTOMIA SELETIVA DE TRIGEMEO E OUTROS NERVOS CRANIANOS;"1.856,81"
2415;04.03.08.005;3;NEUROTOMIA SUPERSELETIVA PARA MOVIMENTOS ANORMAIS;"1.666,56"
5032;08.02.02.002;0;NOTIFICACAO DE CAUSAS EXTERNAS E AGRAVOS RELACIONADOS AO TRABALHO;"2,38"
2419;04.03.08.006;1;NUCLEOTRACTOMIA TRIGEMINAL E/OU ESPINAL;"1.988,31"
2077;03.09.01.004;7;NUTRICAO ENTERAL EM ADULTO;"30,00"
2075;03.09.01.005;5;NUTRICAO ENTERAL EM NEONATOLOGIA;"18,00"
2072;03.09.01.006;3;NUTRICAO ENTERAL EM PEDIATRIA;"18,00"
2078;03.09.01.007;1;NUTRICAO PARENTERAL EM ADULTO;"60,00"
2076;03.09.01.008;0;NUTRICAO PARENTERAL EM NEONATOLOGIA;"30,00"
2073;03.09.01.009;8;NUTRICAO PARENTERAL EM PEDIATRIA;"45,00"
6240;03.07.02.003;7;OBTURACAO DE DENTE DECIDUO;"5,59"
1417;03.07.02.004;5;OBTURACAO EM DENTE PERMANENTE BIRRADICULAR;"5,71"
1418;03.07.02.005;3;OBTURACAO EM DENTE PERMANENTE COM TRES OU MAIS RAIZES;"6,95"
1416;03.07.02.006;1;OBTURACAO EM DENTE PERMANENTE UNIRRADICULAR;"4,41"
2663;04.05.01.010;9;OCLUSAO DE PONTO LACRIMAL;"19,14"
2920;04.06.04.027;3;OCLUSAO PERCUTANEA ENDOVASCULAR DE ARTERIA / VEIA;"1.065,36"
9929;06.04.29.001;2;OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA);"2.409,26"
9931;06.04.29.003;9;OCTREOTIDA  LAR 30 MG INJETAVEL (POR FRASCO-AMPOLA);"3.773,59"
9932;06.04.29.004;7;"OCTREOTIDA 0,1 MG/ML INJETAVEL (POR AMPOLA)";"28,90"
9930;06.04.29.002;0;OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA);"2.793,12"
9780;07.01.04.009;2;OCULOS COM LENTE FILTRANTE PARA ALBINOS;"150,00"
9783;07.01.04.012;2;OCULOS COM LENTES ASFERICAS POSITIVAS;"340,00"
4663;07.01.04.005;0;"OCULOS COM LENTES CORRETIVAS IGUAIS / MAIORES QUE 0,5 DIOPTRIAS";"28,00"
9784;07.01.04.013;0;OCULOS COM LENTES ESFERO PRISMATICAS;"350,00"
6244;04.14.02.021;9;ODONTOSECCAO / RADILECTOMIA / TUNELIZACAO;"19,18"
30406;01.01.05.005;4;OFICINA DE MASSAGEM/ AUTO-MASSAGEM;"0,00"
9900;06.04.23.002;8;OLANZAPINA 10 MG (POR COMPRIMIDO);"0,00"
9899;06.04.23.001;0;OLANZAPINA 5 MG (POR COMPRIMIDO);"0,00"
1255;02.11.07.022;0;OLFATOMETRIA;"1,37"
36202;06.04.76.004;3;"OMBITASVIR - 12,5 MG/VERUPREVIR 75 MG/ RITONAVIR 50 MG POR COMPRIMIDO (COM 02 COMPRIMIDOS REVESTIDOS) + DASABUVIR 250 MG POR COMPRIMIDO (COM 02 COMPRIMIDOS REVESTIDOS)";"0,00"
3898;04.09.06.021;6;OOFORECTOMIA / OOFOROPLASTIA;"509,86"
3918;04.09.07.020;3;OPERACAO DE BURCH;"457,67"
2647;04.05.04.014;8;ORBITOTOMIA;"619,17"
6225;03.01.10.013;6;ORDENHA MAMARIA;"0,00"
3871;04.09.04.012;6;ORQUIDOPEXIA BILATERAL;"385,32"
3869;04.09.04.013;4;ORQUIDOPEXIA UNILATERAL;"360,07"
3874;04.09.04.014;2;ORQUIECTOMIA SUBCAPSULAR BILATERAL;"433,62"
3868;04.09.04.015;0;ORQUIECTOMIA UNI OU BILATERAL C/ ESVAZIAMENTO GANGLIONAR;"254,07"
3849;04.09.04.016;9;ORQUIECTOMIA UNILATERAL;"32,68"
7591;04.16.01.011;3;ORQUIECTOMIA UNILATERAL EM ONCOLOGIA;"852,49"
4561;07.01.02.001;6;ORTESE / CINTA LSO TIPO PUTTI (BAIXA);"195,00"
4560;07.01.02.002;4;ORTESE / CINTA TLSO TIPO PUTTI (ALTO);"159,60"
4557;07.01.02.003;2;ORTESE / COLETE CTLSO TIPO MILWAUKEE;"910,00"
4563;07.01.02.004;0;ORTESE / COLETE TIPO WILLIAMS;"319,20"
4562;07.01.02.005;9;ORTESE / COLETE TLSO TIPO KNIGHT;"260,00"
4568;07.01.02.006;7;ORTESE CRUROMALEOLAR INFANTIL EM POLIPROPILENO PARA IMOBILIZACAO DE JOELHO EM EXTENSAO ARTICULADA;"209,70"
4567;07.01.02.007;5;ORTESE CRUROMALEOLAR PARA LIMITACAO DOS MOVIMENTOS DO JOELHO;"130,00"
4585;07.01.02.008;3;ORTESE CRUROPODALICA COM DISTRATOR PARA GENUVALGO / GENUVARO (INFANTIL E ADOLESCENTE);"250,80"
4572;07.01.02.009;1;ORTESE DINAMICA PELVICO-CRURAL TIPO ATLANTA / TORONTO;"520,00"
4573;07.01.02.010;5;ORTESE DINAMICA SUROPODALICA TIPO MOLA DE CODEVILLE (UNILATERAL);"119,70"
4575;07.01.02.011;3;ORTESE ESTATICA IMOBILIZADORA AXILO-PALMAR TIPO AEROPLANO;"290,00"
4574;07.01.02.012;1;ORTESE GENUPODALICO EM POLIPROPILENO TIPO SARMIENTO;"299,00"
4619;07.01.09.001;4;ORTESE HCO TIPO PHILADELPHIA PARA IMOBILIZACAO DA REGIAO CERVICAL;"79,80"
4556;07.01.02.013;0;ORTESE HCTO TIPO MINERVA IMOBILIZADORA CERVICAL COM APOIO TORACICO (COLAR).;"150,00"
4570;07.01.02.015;6;ORTESE METALICA CRUROPODALICA (INFANTIL E ADOLESCENTE);"520,00"
4569;07.01.02.014;8;ORTESE METALICA CRUROPODALICA ADULTO;"948,00"
4586;07.01.02.016;4;ORTESE METALICA SUROPODALICA (INFANTIL);"139,70"
4578;07.01.02.017;2;ORTESE PELVICO-PODALICA DE DESCARGA ISQUIATICA;"598,50"
4579;07.01.02.018;0;ORTESE PELVICO-PODALICA METALICA COM OU SEM APOIO ISQUIATICO (INFANTIL E ADOLESCENTE);"600,00"
4577;07.01.02.019;9;ORTESE PELVICO-PODALICA METALICA PARA ADULTO COM OU SEM APOIO ISQUIATICO;"1.197,00"
4580;07.01.02.020;2;ORTESE RIGIDA PARA LUXACAO CONGENITA DO QUADRIL;"500,40"
4584;07.01.02.021;0;ORTESE SUROPODALICA ARTICULADA EM POLIPROPILENO INFANTIL;"159,60"
4582;07.01.02.024;5;ORTESE SUROPODALICA METALICA (ADULTO);"180,60"
4583;07.01.02.022;9;ORTESE SUROPODALICA SEM ARTICULACAO EM POLIPROPILENO (ADULTO);"180,60"
4587;07.01.02.023;7;ORTESE SUROPODALICA SEM ARTICULACAO EM POLIPROPILENO (INFANTIL);"130,00"
4581;07.01.02.025;3;ORTESE SUROPODALICA UNILATERAL ARTICULADA EM POLIPROPILENO (ADULTO);"200,00"
4566;07.01.02.026;1;ORTESE SUSPENSORIO DE PAVLIK;"66,50"
4576;07.01.02.027;0;ORTESE TIPO SARMIENTO PARA UMERO;"159,60"
4564;07.01.02.028;8;ORTESE TLSO / COLETE TIPO BOSTON;"598,50"
4559;07.01.02.029;6;ORTESE TLSO / TIPO COLETE EM METAL TIPO JEWETT;"372,40"
4558;07.01.02.030;0;ORTESE TLSO CORRETIVA TORACO-LOMBAR EM POLIPROPILENO;"319,20"
4565;07.01.02.031;8;ORTESE TLSO TIPO COLETE / JAQUETA DE RISSER;"780,00"
4571;07.01.02.032;6;ORTESE TORACICA COLETE DINAMICA DE COMPRESSAO TORACICA;"239,40"
1120;02.11.01.003;0;OSCILOMETRIA DE IMPULSO;"1,31"
7529;04.08.01.010;0;OSTECTOMIA DA CLAVICULA OU DA ESCAPULA;"297,12"
3463;04.08.04.014;9;OSTECTOMIA DA PELVE;"784,95"
7530;04.08.06.016;6;OSTECTOMIA DE OSSOS DA MAO E/OU DO PE;"258,61"
7531;04.08.06.017;4;OSTECTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE;"649,74"
2527;04.04.03.006;8;OSTEOPLASTIA DO MENTO COM OU SEM IMPLANTE ALOPLASTICO;"371,13"
10036;04.04.03.032;7;OSTEOPLASTIA FRONTO - ORBITAL;"624,41"
10003;04.04.02.050;0;OSTEOSSINTESE DA FRATURA COMPLEXA DA MANDIBULA;"589,13"
10022;04.04.02.070;4;OSTEOSSINTESE DA FRATURA DO OSSO ZIGOMATICO;"490,88"
10024;04.04.02.072;0;OSTEOSSINTESE DE FRATURA BILATERAL DO CONDILO MANDIBULAR;"504,76"
10004;04.04.02.051;8;OSTEOSSINTESE DE FRATURA COMPLEXA DA MAXILA;"627,33"
10006;04.04.02.053;4;OSTEOSSINTESE DE FRATURA DO COMPLEXO NASO-ORBITO-ETMOIDAL;"476,79"
10005;04.04.02.052;6;OSTEOSSINTESE DE FRATURA DO COMPLEXO ORBITO-ZIGOMATICO-MAXILAR;"490,88"
10008;04.04.02.055;0;OSTEOSSINTESE DE FRATURA SIMPLES DE MANDIBULA;"503,19"
10002;04.04.02.049;6;OSTEOSSINTESE DE FRATURA UNILATERAL DO CONDILO MANDIBULAR;"461,67"
10021;04.04.02.069;0;OSTEOTOMIA CRANIO-FACIAL;"2.344,25"
10033;04.04.03.029;7;OSTEOTOMIA CRANIOFACIAL COMPLEXA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL;"2.813,10"
3148;04.08.01.011;8;OSTEOTOMIA DA CLAVICULA OU DA ESCAPULA;"284,27"
10557;04.04.02.046;1;OSTEOTOMIA DA MANDIBULA;"659,03"
2525;04.04.03.005;0;OSTEOTOMIA DA MANDIBULA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL;"371,13"
10556;04.04.02.045;3;OSTEOTOMIA DA MAXILA;"659,03"
7532;04.08.04.015;7;OSTEOTOMIA DA PELVE;"835,12"
10001;04.04.02.048;8;OSTEOTOMIA DAS FRATURAS ALVEOLO-DENTARIAS;"52,00"
2582;04.04.03.003;3;OSTEOTOMIA DE MAXILA EM PACIENTES COM ANOMALIA CRANIO E BUCOMAXILOFACIAL;"1.875,40"
7533;04.08.06.018;2;OSTEOTOMIA DE OSSOS DA MAO E/OU DO PE;"327,25"
7534;04.08.06.019;0;OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE;"645,68"
9747;04.15.02.003;4;OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS;"0,00"
6227;03.01.10.014;4;OXIGENOTERAPIA;"0,00"
47488;02.11.02.007;9;OXIMETRIA DE PULSO (TESTE DO CORACAOZINHO);"0,00"
2524;04.04.03.010;6;PALATOPLASTIA PRIMARIA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL;"1.425,84"
10030;04.04.03.026;2;PALATOPLASTIA SECUNDARIA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL;"1.425,84"
4552;07.01.01.014;2;PALMILHAS CONFECCIONADAS SOB MEDIDA (PAR);"130,20"
4553;07.01.01.015;0;PALMILHAS PARA PES NEUROPATICOS CONFECCIONADAS SOB MEDIDA PARA ADULTOS OU CRIANCAS (PAR);"170,30"
4555;07.01.01.016;9;PALMILHAS PARA SUSTENTACAO DOS ARCOS PLANTARES ATE O NUMERO 33 (PAR);"43,89"
4554;07.01.01.017;7;PALMILHAS PARA SUSTENTACAO DOS ARCOS PLANTARES NUMEROS ACIMA DE 34 (PAR);"65,00"
9881;06.04.16.001;1;PAMIDRONATO 30 MG INJETAVEL (POR FRASCO-AMPOLA);"0,00"
9882;06.04.16.002;0;PAMIDRONATO 60 MG INJETAVEL (POR FRASCO-AMPOLA);"0,00"
3028;04.07.03.018;2;PANCREATECTOMIA PARCIAL;"774,95"
7623;04.16.04.011;0;PANCREATECTOMIA PARCIAL EM ONCOLOGIA;"3.872,57"
3034;04.07.03.019;0;PANCREATECTOMIA VIDEOLAPAROSCOPICA;"684,13"
10448;06.04.58.001;0;PANCREATINA 10.000 UI (POR CAPSULA);"0,98"
10449;06.04.58.002;9;PANCREATINA 25000 UI (POR CAPSULA);"1,93"
3021;04.07.03.020;4;PANCREATO-DUODENECTOMIA;"1.603,46"
3022;04.07.03.021;2;PANCREATO-ENTEROSTOMIA;"1.577,60"
3024;04.07.03.022;0;PANCREATOTOMIA P/ DRENAGEM;"774,96"
9737;04.05.03.019;3;PAN-FOTOCOAGULACAO DE RETINA A LASER;"300,60"
868;02.05.02.002;0;PAQUIMETRIA ULTRASSONICA;"14,81"
3080;04.07.04.019;6;PARACENTESE ABDOMINAL;"12,27"
2604;04.05.05.020;8;PARACENTESE DE CAMARA ANTERIOR;"82,28"
2426;04.04.01.025;3;PARACENTESE DO TIMPANO;"14,66"
4904;07.02.05.037;7;PARAFUSO ASSOCIAVEL A PLACA TORACO-LOMBO-SACRA TIPO PEDICULAR MONO-AXIAL.;"410,24"
9790;07.02.03.132;1;PARAFUSO BLOQUEADO;"21,60"
4888;07.02.03.062;7;"PARAFUSO CANULADO 3,5 MM";"116,02"
4887;07.02.03.063;5;"PARAFUSO CANULADO 4,5 MM";"102,92"
4886;07.02.03.064;3;"PARAFUSO CANULADO 7,0 MM";"90,29"
4907;07.02.03.078;3;PARAFUSO CANULADO DE TITANIO AUTO-ROSCANTE PARA FIXACAO DE ODONTOIDE;"672,75"
4892;07.02.03.065;1;PARAFUSO CANULADO MINI;"257,29"
4893;07.02.03.066;0;"PARAFUSO CORTICAL 1,5 MM";"18,06"
4894;07.02.03.067;8;"PARAFUSO CORTICAL 2,0 MM";"15,34"
4895;07.02.03.068;6;"PARAFUSO CORTICAL 2,7 MM";"16,94"
4882;07.02.03.069;4;"PARAFUSO CORTICAL 3,5 MM";"15,34"
4881;07.02.03.070;8;"PARAFUSO CORTICAL 4,5 MM";"18,06"
4891;07.02.03.071;6;PARAFUSO DE INTERFERENCIA DE TITANIO;"486,29"
4908;07.02.05.040;7;PARAFUSO DE TITANIO ASSOCIAVEL A PLACA CERVICAL;"175,78"
4884;07.02.03.072;4;"PARAFUSO ESPONJOSO 4,0 MM";"27,71"
4883;07.02.03.073;2;"PARAFUSO ESPONJOSO 6,5 MM";"27,71"
4885;07.02.03.074;0;PARAFUSO MALEOLAR;"21,89"
4890;07.02.03.075;9;PARAFUSO METALICO DE INTERFERENCIA;"154,38"
4778;07.02.03.076;7;PARAFUSO P/ COMPONENTE ACETABULAR;"109,67"
4901;07.02.05.041;5;PARAFUSOS ASSOCIAVEIS A PLACAS TORACO-LOMBO-SACRAIS DE TITANIO;"209,30"
2305;04.02.01.002;7;PARATIREOIDECTOMIA;"581,91"
7604;04.16.03.008;4;PARATIREOIDECTOMIA TOTAL EM ONCOLOGIA;"2.234,19"
47473;06.04.77.003;0;"PARICALCITOL 5,0 MCG/ML SOLUCAO INJETAVEL (AMPOLA COM 1 ML)";"0,00"
2492;04.16.03.001;7;PAROTIDECTOMIA PARCIAL EM ONCOLOGIA;"1.496,31"
10545;04.04.01.046;6;PAROTIDECTOMIA PARCIAL OU SUBTOTAL;"450,83"
10193;04.16.03.020;3;PAROTIDECTOMIA TOTAL AMPLIADA EM ONCOLOGIA;"3.787,07"
7607;04.16.03.009;2;PAROTIDECTOMIA TOTAL EM ONCOLOGIA;"1.528,25"
8402;05.05.02.001;7;PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR FALECIDO;"0,00"
8403;05.05.02.002;5;PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR VIVO;"0,00"
8404;05.05.02.003;3;PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE SIMULTANEO DE PANCREAS E RIM;"0,00"
4934;07.02.05.042;3;PARTICULAS EMBOLIZANTES (FRASCO);"300,00"
3964;04.11.01.003;4;PARTO CESARIANO;"545,73"
3968;04.11.01.004;2;PARTO CESARIANO C/ LAQUEADURA TUBARIA;"545,73"
6235;04.11.01.002;6;PARTO CESARIANO EM GESTACAO DE ALTO RISCO;"890,94"
1399;03.10.01.003;9;PARTO NORMAL;"443,40"
10252;03.10.01.005;5;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);"443,40"
6236;03.10.01.004;7;PARTO NORMAL EM GESTACAO DE ALTO RISCO;"617,19"
2071;03.09.01.010;1;PASSAGEM DE SONDA NASO ENTERICA (INCLUI MATERIAL);"28,00"
46;01.01.04.004;0;PASTEURIZACAO DO LEITE HUMANO (CADA 5 LITROS);"11,06"
4731;07.02.04.044;4;PATCH INORGANICO (20 CM2);"88,81"
4730;07.02.04.045;2;PATCH INORGANICO (50 CM2);"98,00"
4703;07.02.05.043;1;PATCH INORGANICO (ATE 260 CM2);"0,94"
4733;07.02.04.046;0;PATCH ORGANICO (20 CM2);"90,10"
4732;07.02.04.047;9;PATCH ORGANICO (50 CM2);"113,05"
4704;07.02.05.044;0;PATCH ORGANICO (ATE 260 CM2);"1,07"
3530;04.08.05.010;1;PATELECTOMIA TOTAL OU PARCIAL;"344,06"
10192;04.16.03.019;0;PELVIGLOSSOMANDIBULECTOMIA EM ONCOLOGIA;"7.384,78"
10444;06.04.56.001;0;PENICILAMINA 250 MG (POR CAPSULA);"1,90"
575;02.02.08.017;0;PEQUISA DE PNEUMOCYSTI CARINI;"4,33"
1303;02.11.09.006;9;PERFIL DE PRESSAO URETRAL;"8,82"
2714;04.06.01.075;7;PERICARDIECTOMIA;"1.875,12"
2715;04.06.01.076;5;PERICARDIECTOMIA PARCIAL;"1.875,12"
2698;04.06.01.077;3;PERICARDIOCENTESE;"242,97"
3105;04.07.04.020;0;PERITONIOSTOMIA C/ TELA INORGANICA;"817,53"
1960;03.09.03.015;3;PERSUFLACAO P/ DESOBSTRUCAO TUBARIA (POR TRATAMENTO COMPLETO);"11,26"
1157;02.11.04.005;3;PERSUFLACAO TUBARIA (DIAGNOSTICA);"1,69"
470;02.02.05.014;9;PESQUISA / DOSAGEM DE AMINOACIDOS (POR CROMATOGRAFIA);"3,70"
441;02.02.05.015;7;PESQUISA DE ALCAPTONA NA URINA;"2,04"
460;02.02.05.016;5;PESQUISA DE AMINOACIDOS NA URINA;"3,70"
343;02.02.03.025;3;PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA;"10,00"
344;02.02.03.026;1;PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA;"10,00"
313;02.02.03.037;7;PESQUISA DE ANTICORPOS ANTIADENOVIRUS;"9,25"
314;02.02.03.038;5;PESQUISA DE ANTICORPOS ANTIAMEBAS;"10,00"
329;02.02.03.039;3;PESQUISA DE ANTICORPOS ANTIASPERGILLUS;"9,25"
308;02.02.03.040;7;PESQUISA DE ANTICORPOS ANTIBRUCELAS;"3,70"
331;02.02.03.041;5;PESQUISA DE ANTICORPOS ANTICISTICERCO;"5,83"
399;02.02.03.042;3;PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA);"10,00"
29976;02.02.03.126;8;PESQUISA DE ANTICORPOS ANTICORPOS ANTI-HTLV-1 (WESTERN-BLOT);"85,00"
316;02.02.03.043;1;PESQUISA DE ANTICORPOS ANTICORTEX SUPRARENAL;"17,16"
317;02.02.03.027;0;PESQUISA DE ANTICORPOS ANTI-DNA;"8,67"
286;02.02.03.044;0;PESQUISA DE ANTICORPOS ANTIEQUINOCOCOS;"9,25"
315;02.02.03.045;8;PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70);"10,00"
269;02.02.03.046;6;PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES;"9,70"
619;02.02.09.021;3;PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES ( ELISA );"9,70"
271;02.02.03.047;4;PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO);"2,83"
319;02.02.03.048;2;PESQUISA DE ANTICORPOS ANTIFIGADO;"10,00"
320;02.02.03.050;4;PESQUISA DE ANTICORPOS ANTIGLOMERULO;"10,00"
366;02.02.03.028;8;PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI;"17,16"
393;02.02.03.029;6;PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT);"85,00"
378;02.02.03.030;0;PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA);"10,00"
371;02.02.03.031;8;PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2;"18,55"
321;02.02.03.051;2;PESQUISA DE ANTICORPOS ANTIILHOTA DE LANGERHANS;"10,00"
353;02.02.03.052;0;PESQUISA DE ANTICORPOS ANTIINSULINA;"17,16"
295;02.02.03.053;9;PESQUISA DE ANTICORPOS ANTILEPTOSPIRAS;"4,10"
296;02.02.03.054;7;PESQUISA DE ANTICORPOS ANTILISTERIA;"5,50"
326;02.02.03.055;5;PESQUISA DE ANTICORPOS ANTIMICROSSOMAS;"17,16"
322;02.02.03.056;3;PESQUISA DE ANTICORPOS ANTIMITOCONDRIA;"17,16"
354;02.02.03.057;1;PESQUISA DE ANTICORPOS ANTIMUSCULO ESTRIADO;"17,16"
323;02.02.03.058;0;PESQUISA DE ANTICORPOS ANTIMUSCULO LISO;"17,16"
324;02.02.03.059;8;PESQUISA DE ANTICORPOS ANTINUCLEO;"17,16"
325;02.02.03.060;1;PESQUISA DE ANTICORPOS ANTIPARIETAIS;"17,16"
298;02.02.03.061;0;PESQUISA DE ANTICORPOS ANTIPLASMODIOS;"10,00"
359;02.02.03.032;6;PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP);"17,16"
