CHAVE,FORMA,GRUPO,PROCEDIMENTO,SUBGRUPO
406010749,Cirurgia cardiovascular,Procedimentos cirúrgicos,MANUTENÇÃO DE ASSISTÊNCIA CIRCULATÓRIA,Cirurgia do aparelho circulatório
406010757,Cirurgia cardiovascular,Procedimentos cirúrgicos,PERICARDIECTOMIA,Cirurgia do aparelho circulatório
406010765,Cirurgia cardiovascular,Procedimentos cirúrgicos,PERICARDIECTOMIA PARCIAL,Cirurgia do aparelho circulatório
406010773,Cirurgia cardiovascular,Procedimentos cirúrgicos,PERICARDIOCENTESE,Cirurgia do aparelho circulatório
406010781,Cirurgia cardiovascular,Procedimentos cirúrgicos,PLÁSTICA / TROCA DE VÁLVULA TRICÚSPIDE (ANOMALIA DE EBSTEIN),Cirurgia do aparelho circulatório
406010790,Cirurgia cardiovascular,Procedimentos cirúrgicos,PLÁSTICA DE LOJA DE GERADOR DE SISTEMA DE ESTIMULAÇÃO CARDÍACA ARTIFICIAL,Cirurgia do aparelho circulatório
406010803,Cirurgia cardiovascular,Procedimentos cirúrgicos,PLÁSTICA VALVAR,Cirurgia do aparelho circulatório
406010811,Cirurgia cardiovascular,Procedimentos cirúrgicos,PLÁSTICA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA,Cirurgia do aparelho circulatório
406010820,Cirurgia cardiovascular,Procedimentos cirúrgicos,PLÁSTICA VALVAR E/OU TROCA VALVAR MÚLTIPLA,Cirurgia do aparelho circulatório
406010838,Cirurgia cardiovascular,Procedimentos cirúrgicos,RECONSTRUÇÃO DA RAIZ DA AORTA,Cirurgia do aparelho circulatório
406010846,Cirurgia cardiovascular,Procedimentos cirúrgicos,RECONSTRUÇÃO DA RAIZ DA AORTA C/ TUBO VALVADO,Cirurgia do aparelho circulatório
406010854,Cirurgia cardiovascular,Procedimentos cirúrgicos,REPOSICIONAMENTO DE ELETRODOS DE CARDIOVERSOR DESFIBRILADOR,Cirurgia do aparelho circulatório
406010862,Cirurgia cardiovascular,Procedimentos cirúrgicos,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO,Cirurgia do aparelho circulatório
406010870,Cirurgia cardiovascular,Procedimentos cirúrgicos,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO MULTI-SITIO,Cirurgia do aparelho circulatório
406010889,Cirurgia cardiovascular,Procedimentos cirúrgicos,RESSECÇÃO DE ENDOMIOCARDIOFIBROSE,Cirurgia do aparelho circulatório
406010897,Cirurgia cardiovascular,Procedimentos cirúrgicos,RESSECÇÃO DE MEMBRANA SUB-AÓRTICA,Cirurgia do aparelho circulatório
406010900,Cirurgia cardiovascular,Procedimentos cirúrgicos,RESSECÇÃO DE TUMOR INTRACARDÍACO,Cirurgia do aparelho circulatório
406010919,Cirurgia cardiovascular,Procedimentos cirúrgicos,RETIRADA DE SISTEMA DE ESTIMULAÇÃO CARDÍACA ARTIFICIAL,Cirurgia do aparelho circulatório
406010927,Cirurgia cardiovascular,Procedimentos cirúrgicos,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA,Cirurgia do aparelho circulatório
406010935,Cirurgia cardiovascular,Procedimentos cirúrgicos,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA (C/ 2 OU MAIS ENXERTOS),Cirurgia do aparelho circulatório
406010943,Cirurgia cardiovascular,Procedimentos cirúrgicos,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA,Cirurgia do aparelho circulatório
406010951,Cirurgia cardiovascular,Procedimentos cirúrgicos,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA (C/ 2 OU MAIS ENXERTOS),Cirurgia do aparelho circulatório
406010960,Cirurgia cardiovascular,Procedimentos cirúrgicos,TRATAMENTO DE CONTUSÃO MIOCÁRDICA,Cirurgia do aparelho circulatório
406010978,Cirurgia cardiovascular,Procedimentos cirúrgicos,TRATAMENTO DE FERIMENTO CARDÍACO PERFURO-CORTANTE,Cirurgia do aparelho circulatório
406010986,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE AORTA ASCENDENTE,Cirurgia do aparelho circulatório
406010994,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE ARCO AÓRTICO,Cirurgia do aparelho circulatório
406011001,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE CONJUNTO DO SEIO CORONÁRIO NO MARCAPASSO MULTI-SITIO,Cirurgia do aparelho circulatório
406011010,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE ELETRODOS DE DESFIBRILADOR DE CARDIO-DESFIBRILADOR TRANSVENOSO,Cirurgia do aparelho circulatório
406011028,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE ELETRODOS DE DESFIBRILADOR NO CARDIO-DESFIBRILADOR MULTI-SITIO,Cirurgia do aparelho circulatório
406011036,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE ELETRODOS DE MARCAPASSO DE CÂMARA DUPLA,Cirurgia do aparelho circulatório
406011044,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE ELETRODOS DE MARCAPASSO DE CÂMARA ÚNICA,Cirurgia do aparelho circulatório
406011052,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE ELETRODOS DE MARCAPASSO EM CARDIO-DESFIBRILADOR DE CAMARA DUPLA TRANSVENOSO,Cirurgia do aparelho circulatório
406011060,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE ELETRODOS DE MARCAPASSO MULTI-SITIO,Cirurgia do aparelho circulatório
406011079,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE ELETRODOS DE MARCAPASSO NO CARDIO-DESFIBRILADOR MULTI-SITIO,Cirurgia do aparelho circulatório
406011087,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE ELETRODOS DE MARCAPASSO NO MARCAPASSO MULTI-SITIO,Cirurgia do aparelho circulatório
406011095,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE ELETRODOS DE SEIO CORONÁRIO NO CARDIOVERSOR DESFIBRILADOR MULTI-SITIO,Cirurgia do aparelho circulatório
406011109,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE GERADOR DE CARDIO-DESFIBRILADOR DE CÂMARA ÚNICA / DUPLA,Cirurgia do aparelho circulatório
406011117,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE GERADOR DE CARDIO-DESFIBRILADOR MULTI-SITIO,Cirurgia do aparelho circulatório
406011125,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA DUPLA,Cirurgia do aparelho circulatório
406011133,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA ÚNICA,Cirurgia do aparelho circulatório
406011141,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE GERADOR DE MARCAPASSO MULTI-SITIO,Cirurgia do aparelho circulatório
406011150,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE GERADOR E DE ELETRODO DE MARCAPASSO DE CÂMARA ÚNICA,Cirurgia do aparelho circulatório
406011168,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE GERADOR E DE ELETRODOS DE CARDIO-DESFIBRILADOR,Cirurgia do aparelho circulatório
406011176,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE GERADOR E DE ELETRODOS DE CARDIO-DESFIBRILADOR MULTISITIO,Cirurgia do aparelho circulatório
406011184,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE GERADOR E DE ELETRODOS DE MARCAPASSO DE CÂMARA DUPLA,Cirurgia do aparelho circulatório
406011192,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA DE GERADOR E DE ELETRODOS NO MARCAPASSO MULTI-SITIO,Cirurgia do aparelho circulatório
406011206,Cirurgia cardiovascular,Procedimentos cirúrgicos,TROCA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA,Cirurgia do aparelho circulatório
406011214,Cirurgia cardiovascular,Procedimentos cirúrgicos,UNIFOCALIZAÇÃO DE RAMOS DA ARTÉRIA PULMONAR C/ CIRCULAÇÃO EXTRACORPÓREA,Cirurgia do aparelho circulatório
406011222,Cirurgia cardiovascular,Procedimentos cirúrgicos,UNIFOCALIZAÇÃO DE RAMOS DA ARTÉRIA PULMONAR S/ CIRCULAÇÃO EXTRACORPÓREA,Cirurgia do aparelho circulatório
406011230,Cirurgia cardiovascular,Procedimentos cirúrgicos,ANASTOMOSE SISTEMICO PULMONAR COM CEC,Cirurgia do aparelho circulatório
406011249,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE COARCTACAO DA AORTA COM CEC,Cirurgia do aparelho circulatório
406011257,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE CORONARIA ANOMALA (19 A 110),Cirurgia do aparelho circulatório
406011265,Cirurgia cardiovascular,Procedimentos cirúrgicos,ABERTURA DE ESTENOSE AORTICA VALVAR (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011273,Cirurgia cardiovascular,Procedimentos cirúrgicos,ABERTURA DE ESTENOSE PULMONAR VALVAR (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011281,Cirurgia cardiovascular,Procedimentos cirúrgicos,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO DIREITO E/OU RAMOS PULMONARES (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011290,Cirurgia cardiovascular,Procedimentos cirúrgicos,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO ESQUERDO (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011303,Cirurgia cardiovascular,Procedimentos cirúrgicos,ANASTOMOSE CAVO-PULMONAR BIDIRECIONAL (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011311,Cirurgia cardiovascular,Procedimentos cirúrgicos,ANASTOMOSE SISTEMICO-PULMONAR (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011320,Cirurgia cardiovascular,Procedimentos cirúrgicos,BANDAGEM DA ARTERIA PULMONAR (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011338,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE COARCTACAO DA AORTA (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011346,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE DRENAGEM ANOMALA DO RETORNO SISTEMICO (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011354,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE DRENAGEM ANOMALA PARCIAL DE VEIAS PULMONARES (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011362,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE ESTENOSE MITRAL CONGENITA (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011370,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE ESTENOSE SUPRA-AÓRTICA (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011389,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE FISTULA AORTO-CAVITARIAS (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011397,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORREÇÃO DE HIPERTROFIA SEPTAL ASSIMETRICA (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011400,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE INSUFICIENCIA DA VALVULA TRICUSPIDE (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011419,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE INSUFICIENCIA MITRAL CONGENITA (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011427,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011435,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DO CANAL ATRIO-VENTRICULAR PARCIAL / INTERMEDIARIO (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011443,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECOES DE ANOMALIAS DO ARCO AORTICO (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011451,Cirurgia cardiovascular,Procedimentos cirúrgicos,FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011460,Cirurgia cardiovascular,Procedimentos cirúrgicos,FECHAMENTO DE COMUNICACAO INTERVENTRICULAR (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011478,Cirurgia cardiovascular,Procedimentos cirúrgicos,IMPLANTE C/ TROCA DE POSICAO DE VALVAS (CIRURGIA DE ROSS) (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011486,Cirurgia cardiovascular,Procedimentos cirúrgicos,LIGADURA DE FISTULA SISTEMICO-PULMONAR (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011494,Cirurgia cardiovascular,Procedimentos cirúrgicos,RESSECCAO DE MEMBRANA SUB-AORTICA (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011508,Cirurgia cardiovascular,Procedimentos cirúrgicos,ANASTOMOSE SISTEMICO PULMONAR COM CEC (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406011516,Cirurgia cardiovascular,Procedimentos cirúrgicos,CORRECAO DE COARCTACAO DA AORTA COM CEC (CRIANÇA E ADOLESCENTE),Cirurgia do aparelho circulatório
406020019,Cirurgia vascular,Procedimentos cirúrgicos,ANASTOMOSE ESPLENO-RENAL / OUTRA DERIVAÇÃO CENTRAL,Cirurgia do aparelho circulatório
406020027,Cirurgia vascular,Procedimentos cirúrgicos,ANASTOMOSE LINFOVENOSA,Cirurgia do aparelho circulatório
406020035,Cirurgia vascular,Procedimentos cirúrgicos,ANASTOMOSE PORTO-CAVA,Cirurgia do aparelho circulatório
406020043,Cirurgia vascular,Procedimentos cirúrgicos,ANEURISMECTOMIA DE AORTA ABDOMINAL INFRA-RENAL,Cirurgia do aparelho circulatório
406020051,Cirurgia vascular,Procedimentos cirúrgicos,ANEURISMECTOMIA TORACO-ABDOMINAL,Cirurgia do aparelho circulatório
406020060,Cirurgia vascular,Procedimentos cirúrgicos,CATETERISMO DE ARTERIA P/ TROMBOEMBOLECTOMIA,Cirurgia do aparelho circulatório
406020078,Cirurgia vascular,Procedimentos cirúrgicos,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL,Cirurgia do aparelho circulatório
406020086,Cirurgia vascular,Procedimentos cirúrgicos,CONFECÇÃO DE FÍSTULA ARTERIOVENOSA P/ ACESSO,Cirurgia do aparelho circulatório
406020094,Cirurgia vascular,Procedimentos cirúrgicos,DISSECÇÃO DE VEIA / ARTÉRIA,Cirurgia do aparelho circulatório
406020108,Cirurgia vascular,Procedimentos cirúrgicos,DISSECCAO RADICAL DO PESCOCO,Cirurgia do aparelho circulatório
406020116,Cirurgia vascular,Procedimentos cirúrgicos,DRENAGEM DE GANGLIO LINFATICO,Cirurgia do aparelho circulatório
406020124,Cirurgia vascular,Procedimentos cirúrgicos,EMBOLECTOMIA ARTERIAL,Cirurgia do aparelho circulatório
406020132,Cirurgia vascular,Procedimentos cirúrgicos,EXCISAO E SUTURA DE HEMANGIOMA,Cirurgia do aparelho circulatório
406020140,Cirurgia vascular,Procedimentos cirúrgicos,EXCISAO E SUTURA DE LINFANGIOMA / NEVUS,Cirurgia do aparelho circulatório
406020159,Cirurgia vascular,Procedimentos cirúrgicos,EXERESE DE GANGLIO LINFÁTICO,Cirurgia do aparelho circulatório
406020167,Cirurgia vascular,Procedimentos cirúrgicos,FASCIOTOMIA P/ DESCOMPRESSÃO,Cirurgia do aparelho circulatório
406020175,Cirurgia vascular,Procedimentos cirúrgicos,INSTALACAO DE CATETER VENOSO DE LONGA PERMANENCIA TOTALMENTE IMPLANTAVEL,Cirurgia do aparelho circulatório
406020183,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA MEDIASTINAL,Cirurgia do aparelho circulatório
406020191,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA PÉLVICA,Cirurgia do aparelho circulatório
406020205,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA PROFUNDA,Cirurgia do aparelho circulatório
406020213,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA RADICAL AXILAR BILATERAL,Cirurgia do aparelho circulatório
406020221,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA RADICAL AXILAR UNILATERAL,Cirurgia do aparelho circulatório
406020230,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA RADICAL CERVICAL BILATERAL,Cirurgia do aparelho circulatório
406020248,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA RADICAL CERVICAL UNILATERAL,Cirurgia do aparelho circulatório
406020256,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA RADICAL INGUINAL BILATERAL,Cirurgia do aparelho circulatório
406020264,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA RADICAL INGUINAL UNILATERAL,Cirurgia do aparelho circulatório
406020272,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA RADICAL VULVAR,Cirurgia do aparelho circulatório
406020280,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA RETROPERITONIAL,Cirurgia do aparelho circulatório
406020299,Cirurgia vascular,Procedimentos cirúrgicos,LINFADENECTOMIA SUPERFICIAL,Cirurgia do aparelho circulatório
406020302,Cirurgia vascular,Procedimentos cirúrgicos,PLASTIA ARTERIAL COM REMENDO (QUALQUER TÉCNICA),Cirurgia do aparelho circulatório
406020310,Cirurgia vascular,Procedimentos cirúrgicos,PONTE AXILO-BIFEMURAL,Cirurgia do aparelho circulatório
406020329,Cirurgia vascular,Procedimentos cirúrgicos,PONTE AXILO-FEMURAL,Cirurgia do aparelho circulatório
406020337,Cirurgia vascular,Procedimentos cirúrgicos,PONTE DE RAMOS DOS TRONCOS SUPRA-AORTICOS,Cirurgia do aparelho circulatório
406020345,Cirurgia vascular,Procedimentos cirúrgicos,PONTE FEMORO-FEMURAL CRUZADA,Cirurgia do aparelho circulatório
406020353,Cirurgia vascular,Procedimentos cirúrgicos,PONTE-TROMBOENDARTERECTOMIA AORTO-FEMURAL,Cirurgia do aparelho circulatório
406020361,Cirurgia vascular,Procedimentos cirúrgicos,PONTE-TROMBOENDARTERECTOMIA AORTO-ILÍACA,Cirurgia do aparelho circulatório
406020370,Cirurgia vascular,Procedimentos cirúrgicos,PONTE-TROMBOENDARTERECTOMIA DE CARÓTIDA,Cirurgia do aparelho circulatório
406020388,Cirurgia vascular,Procedimentos cirúrgicos,PONTE-TROMBOENDARTERECTOMIA ILIACO-FEMURAL,Cirurgia do aparelho circulatório
406020396,Cirurgia vascular,Procedimentos cirúrgicos,RETIRADA DE PROTESE INFECTADA EM POSICAO AORTO- ABDOMINAL C/ PONTE AXILO FEMURAL/AXILO BIFEMURAL CRU,Cirurgia do aparelho circulatório
406020400,Cirurgia vascular,Procedimentos cirúrgicos,RETIRADA DE PRÓTESE INFECTADA EM POSIÇÃO NÃO AÓRTICA,Cirurgia do aparelho circulatório
406020418,Cirurgia vascular,Procedimentos cirúrgicos,REVASCULARIZAÇÃO DE ARTÉRIAS VISCERAIS,Cirurgia do aparelho circulatório
406020426,Cirurgia vascular,Procedimentos cirúrgicos,REVASCULARIZAÇÃO DO MEMBRO SUPERIOR,Cirurgia do aparelho circulatório
406020434,Cirurgia vascular,Procedimentos cirúrgicos,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA DE OUTRAS ARTERIAS DISTAIS,Cirurgia do aparelho circulatório
406020442,Cirurgia vascular,Procedimentos cirúrgicos,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA DISTAL,Cirurgia do aparelho circulatório
406020450,Cirurgia vascular,Procedimentos cirúrgicos,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA PROXIMAL,Cirurgia do aparelho circulatório
406020469,Cirurgia vascular,Procedimentos cirúrgicos,TRANSPLANTE DE SEGMENTO VENOSO VALVULADO,Cirurgia do aparelho circulatório
406020477,Cirurgia vascular,Procedimentos cirúrgicos,TRANSPOSIÇÃO DE VEIAS DO SISTEMA VENOSO PROFUNDO,Cirurgia do aparelho circulatório
406020485,Cirurgia vascular,Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE ANEURISMAS DAS ARTERIAS VISCERAIS,Cirurgia do aparelho circulatório
406020493,Cirurgia vascular,Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DA REGIAO CERVICAL,Cirurgia do aparelho circulatório
406020507,Cirurgia vascular,Procedimentos cirúrgicos,TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO INFERIOR BILATERAL,Cirurgia do aparelho circulatório
406020515,Cirurgia vascular,Procedimentos cirúrgicos,TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO INFERIOR UNILATERAL,Cirurgia do aparelho circulatório
406020523,Cirurgia vascular,Procedimentos cirúrgicos,TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO SUPERIOR BILATERAL,Cirurgia do aparelho circulatório
406020531,Cirurgia vascular,Procedimentos cirúrgicos,TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO SUPERIOR UNILATERAL,Cirurgia do aparelho circulatório
406020540,Cirurgia vascular,Procedimentos cirúrgicos,TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DO ABDÔMEN,Cirurgia do aparelho circulatório
406020558,Cirurgia vascular,Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE LINFEDEMA,Cirurgia do aparelho circulatório
406020566,Cirurgia vascular,Procedimentos cirúrgicos,TRATAMENTO CIRURGICO DE VARIZES (BILATERAL),Cirurgia do aparelho circulatório
406020574,Cirurgia vascular,Procedimentos cirúrgicos,TRATAMENTO CIRÚRGICO DE VARIZES (UNILATERAL),Cirurgia do aparelho circulatório
406020582,Cirurgia vascular,Procedimentos cirúrgicos,TROCA DE AORTA DESCENDENTE (INCLUI ABDOMINAL),Cirurgia do aparelho circulatório
406020590,Cirurgia vascular,Procedimentos cirúrgicos,TROMBECTOMIA DO SISTEMA VENOSO,Cirurgia do aparelho circulatório
406020604,Cirurgia vascular,Procedimentos cirúrgicos,VALVULOPLASTIAS DO SISTEMA VENOSO PROFUNDO,Cirurgia do aparelho circulatório
406020612,Cirurgia vascular,Procedimentos cirúrgicos,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO ESPECIAL),Cirurgia do aparelho circulatório
